recording_id,user_id,language,segment_id,start_sec,end_sec,duration_sec,audio_path,text
238079,93626,hi,23,392.26,406.93,14.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/238079_0023.wav,कि आपने अगर उह पहले कही जॉब किया रहेगा मतलब किया है और अगर आपको फिर से वो कंपनी छोड़ते हो एंड आपने बहुत तक मतलब टाइम दिया है उस कंपनी को एंड फिर आप अगर उसको छोड़ते हो तो आपको बहुत एक एक्सपीरियंस गेन हो जाता है कि हां ये काम करते हैं
238079,93626,hi,24,406.93,421.6,14.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/238079_0024.wav,करना है ये काम करना है एंड फिर अगर आप नया कोई जॉब जॉइन करते हो उसी फिल्ड में तो फिर अब आप आपका बहुत चांसेस रहते हैं कि आपका मतलब जो प्रमोशन वगैरह है वह बहुत जल्दी जल्दी होने लगता है ऐंड यही सब है वो बहुत
238079,93626,hi,25,421.6,424.6,3.0,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/238079_0025.wav,काम आता है वो वेस्ट नहीं जाता है एक तरह से
238079,93626,hi,26,431.77,434.41,2.64,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/238079_0026.wav,हूं कि
239492,98827,hi,0,15.43,18.13,2.7,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0000.wav,हम हम
239492,98827,hi,1,26.83,30.43,3.6,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0001.wav,थोड़ा आपका आवाज किलियर नहीं आ रहा है
239492,98827,hi,2,33.82,47.32,13.5,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0002.wav,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है
239492,98827,hi,3,48.46,62.59,14.13,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0003.wav,पड़ोसियों से मिलकर अपना परिचय देना जब हम नए मोहल्ले में जाते हैं अगलबगल के जो हमारे पड़ोसीगण हैं उनसे मिलकर अपने बारे में बताते हैं कि हमारा नाम ये है हम आये हैं फला जगह से आये हैं
239492,98827,hi,4,63.01,76.84,13.83,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0004.wav,जिससे ओ उसके और हमारे बीच में एक अच्छा रिश्ता हो पाएं जो कि भविष्य में अगर मेरे पास चिन्नी ना हो तो हम उनके घर जा पाएं कि चिन्नी लेने के लिए
239492,98827,hi,5,76.87,80.05,3.18,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0005.wav,थोड़ा चीनी दीजिए गा ऐसे
239492,98827,hi,6,82.18,96.34,14.16,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0006.wav,हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है नहीं मिल रहा है इसके
239492,98827,hi,7,96.34,109.06,12.72,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0007.wav,इसके बारे में भी जानकारी इकठ्ठा कर लेना अगर हम नए मोहल्ले में जा रहे हैं अगर हां कि कहां क्या मिल रहा है आखिकार मेरा गैस खत्म हो जाएगा तो हमें कौन सा
239492,98827,hi,8,109.27,122.98,13.71,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0008.wav,अगल बगल का दुकान में गैस मेरा फिल कर पाएगा ऐसे भर पाएगा अ और नए घर को सेट करना तो अपने घर को जितना अच्छा से हम बना के रखेंगे अह उत्त
239492,98827,hi,9,122.98,137.77,14.79,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0009.wav,नहीं अच्छा होगा हमारे लिए कि हां हां हां कौन समान कहां रखना बेड तैयार करना कपड़े को एडजेस्ट करना किचन को तैयार करना मसाले को मसाले के डब्बा में रखना
239492,98827,hi,10,138.16,145.36,7.2,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0010.wav,अह चूल्हे को लगाना ऐसे बहुत सारे काम है न नए घर में करना पड़ता है
239492,98827,hi,11,150.04,157.63,7.59,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0011.wav,हाँ हाँ हां सही बोलें
239492,98827,hi,12,164.32,167.32,3.0,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0012.wav,हा और
239492,98827,hi,13,172.36,175.3,2.94,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0013.wav,तो ही बोला और अगर
239492,98827,hi,14,178.09,191.92,13.83,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0014.wav,हां हां अगर अगर हमारा अं नए घर बन रहे हैं मकान बन रहे हैं तो गृह प्रवेश कराना एक रीति रिवाज है जो अं सभी के यहां होता है तो वो भी हम करा सकते हैं
239492,98827,hi,15,192.04,206.95,14.91,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0015.wav,उसमें ब तमाम मेहमान ज अं को निमंत्रण करना एं या बुलाना उस पार्टी में गृह प्रवेस में खिलाना कि देखिये हम नया मकान या या नए मोहल्ले में सिफ्ट हुए हैं
239492,98827,hi,16,207.85,209.44,1.59,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0016.wav,जानकारी देना सभी को
239492,98827,hi,17,244.6,251.02,6.42,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0017.wav,और पुराने पड़ोस की यादें ताजा करना इस पर कुछ आप बताना चाहेंगे
239492,98827,hi,18,253.45,261.13,7.68,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0018.wav,हां हां आपका आवाज थोड़ा कट कट के आता है हाँ पुराने पड़ोस की
239492,98827,hi,19,263.47,267.49,4.02,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0019.wav,हा पुराने पढो
239492,98827,hi,20,277.87,279.04,1.17,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0020.wav,हूं
239492,98827,hi,21,281.47,288.82,7.35,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0021.wav,हुं
239492,98827,hi,22,291.58,295.51,3.93,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0022.wav,हां हां
239492,98827,hi,23,298.09,306.46,8.37,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0023.wav,हम्म
239492,98827,hi,24,334.39,347.41,13.02,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0024.wav,सही बोले हमारे भी वहां अपने जो बचपन के जो मित्र गण है जहां मैं पुराने मौहल्ला में जहां रहता था तो
239492,98827,hi,25,350.26,364.27,14.01,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0025.wav,पुराने जगह का याद तो जरूर आता है पुराने मोहल्ले में हम जहां रहते थे पुराने मोहल्ले में जहां हम रहते थे वहाँ का याद तो जरूर आता है
239492,98827,hi,27,382.72,385.45,2.73,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0027.wav,हम्म हम्म सही बोले
239492,98827,hi,29,408.67,415.15,6.48,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/239492_0029.wav,सही बात ठीक है सर अह रखते हैं ठीक है अलविदा
240907,6449,hi,0,0.12,14.07,13.95,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0000.wav,सर ऐसे भी होता की कभी आप देर रात तक पढ़े हो के अच्छा ह्म्म्म
240907,6449,hi,1,14.28,24.15,9.87,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0001.wav,तो सर कॉलेज टाइम में अपने जो प्रोफेसर होते हैं उनके साथ कभी आपका कोई कोई प्रोफेसर के साथ लगाव रहा हो या कोई आपका फेवरेट पसंदीदा प्रोफेसर रहा हो तो
240907,6449,hi,2,24.45,30.51,6.06,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0002.wav,उनका क्या नाम था कि सब्जेक्ट का था अगर वह पसंदीदा था तो क्यों पसंदीदा था इसके बारे में कुछ बताइए सर
240907,6449,hi,3,34.47,48.48,14.01,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0003.wav,जी सर जी सर हुम
240907,6449,hi,5,61.92,76.41,14.49,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0005.wav,हम्म हम्म जी सर मैं अगर अपने कॉलेज के बारे में बताऊं तो मेरे भी कॉलेज के दिन काफ मोज मस्ती में स्टडी में दोस्तों के साथ फन में गुजरा है सर
240907,6449,hi,6,76.83,90.78,13.95,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0006.wav,हां मैं कह सकता हूं कि वो मेरे जो कोलेज के तीन साल थे ना अ जिंदगी से के सबसे फेवरेट गोल्ड पीरियड कह सकते हैं उनको और
240907,6449,hi,7,91.86,104.58,12.72,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0007.wav,अ जी सर मेरे जो पसंदीदा टीचर थी वो थी अ गीता मैम जो मेरे को अ बिजनेस पढ़ाती थी बी कॉम में
240907,6449,hi,8,104.67,117.75,13.08,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0008.wav,तो बिजनस पढ़ाती थी वो भी ग्रामीण क्षेत्र से थी मतलब अ उनके साथ मेरा इतना लगाव था कि हम अ कक्षा के बाद भी आपस में बातें करते रहते थे कभी स्टडी को लेकर के बातें
240907,6449,hi,9,117.87,132.6,14.73,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0009.wav,कभी घर परिवार को लेकर के बातें अ जो सोशल मीडिया उसको लेकर के बातें जो अपने आसपास चल रहा है उसको लेकर के बातें मतलब हम आप आपस में बातें करते रहते थे उनकें साथ एक
240907,6449,hi,10,132.6,146.55,13.95,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0010.wav,टीचर वाला भी लगाव था और एक घर वाला भी लगाव था ऐसे लगता था जैसे कि हम फैमिली मेंबर भी हैं हांजी
240907,6449,hi,11,147.24,161.4,14.16,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0011.wav,जी सर हमारे कॉलेज में काफी फेस्ट होते थे यूनिवर्सिटी में फेस्ट होते थे उसमें भी हम भाग लेते थे कॉलेज में जो फेस्ट होते थे उसमें भी हम भाग लेते थे शुरू शुरू से मेरे को उसका सिंगिंग का शोक रहा है तो मैं
240907,6449,hi,12,161.49,173.52,12.03,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0012.wav,काफी बढ़ चढ़ के भाग लिया करता था उसमें जी सर आपका भी कोई मतलब आह फैस्ट में हिस्सा लेने की रुचि रही होगी कोई
240907,6449,hi,13,177.45,188.16,10.71,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0013.wav,जी हां सर
240907,6449,hi,14,190.23,200.73,10.5,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0014.wav,हांजी सर हं
240907,6449,hi,15,203.25,204.57,1.32,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0015.wav,हम्म
240907,6449,hi,16,206.97,219.48,12.51,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0016.wav,सर आपने कभी रूममेट्स या दोस्तों के साथ ऐसी कोई शरारत की हो जो आपकी यादगार बन गई हो सदा के लिए
240907,6449,hi,17,230.52,244.59,14.07,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0017.wav,हाँ फिर तो हाँ जी सर मेरे रूम मेटेस थे हम काफी शरारत किया करते थे जैसे अ अगर किसी को नींद आ जाती थी उसका कंबल अ छीन लिया करते थे ऐसे मतलब
240907,6449,hi,18,244.71,246.6,1.89,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0018.wav,प्रार्थे चलती रहती थी
240907,6449,hi,20,254.91,269.46,14.55,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0020.wav,ऐसी तो शरारते है सर काफी है उन में से अब क्या बताऊं आपको जैसे कि सर्दियों में मतलब अगर कोई सोया हुआ होता था तो एक उस पे ठंडा पानी डाल दिया
240907,6449,hi,21,269.49,284.49,15.0,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0021.wav,उसको खड़ा करने के लिए ऐसे शरारते करते रहते थे सर हम और जैसे कोई नहाने जा रहा है उसका पीछे से नल बंद कर दिया उसने साबुन लगा रखी है वो
240907,6449,hi,22,284.73,289.17,4.44,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0022.wav,हल्ला मचा रहा है ना लोन करो ना लोन करो
240907,6449,hi,23,294.0,303.81,9.81,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0023.wav,वो काफी इमोशनल था सर ऐसे लग रहा था जैसे कि ये जो अपनी अ कॉलेज की एक फैमिली है या जो कॉलेज की ये जो लाइफ है
240907,6449,hi,24,304.26,318.75,14.49,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0024.wav,तो ऐसे लग रहा था सर जैसे कि ये सब कुछ अपने से एकदम दूर हो रहा है आज लास्ट दिन है इसको जितना जिया जाए उतना जी लो मतलब काफी इमोशनल था वो और मतलब
240907,6449,hi,25,319.5,322.47,2.97,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0025.wav,तीन साल की यादें एक दिन में सिमट गई सर वो
240907,6449,hi,26,327.57,341.88,14.31,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0026.wav,हा अलग बस मतलब सैल्फी वगैराह ली थी और आपस में बाते की थी यही सब किया था ताकि सदा इसको संजो के सहज आ
240907,6449,hi,27,341.88,354.12,12.24,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0027.wav,संजोग के इसको रख सकें सदा याद रहे ये मेमोरी है इनको सेव कर सके बस यहीं किया था सब हम्म आपका कॉलेज का लास्ट दिन केसा रहा था
240907,6449,hi,28,356.28,371.1,14.82,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0028.wav,REDACTED
240907,6449,hi,29,371.25,379.8,8.55,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0029.wav,हम्म हम्म हां
240907,6449,hi,30,383.58,394.5,10.92,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0030.wav,मैंम बातें तो अभी भी होती सर मेरी भी होती रहती है और अगर मैं डिफरेंस अंतर अ जानना चाहूं या तुलना करना चाहें आपा
240907,6449,hi,31,394.83,400.98,6.15,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0031.wav,तो जो वो अ कोलेज के दिन थे और जो आज के दिन है उनमें अ क्या फर्क नजर आता है सर आपको
240907,6449,hi,32,405.39,410.49,5.1,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0032.wav,हूं हूं
240907,6449,hi,33,413.79,427.44,13.65,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0033.wav,जी सर जी सर
240907,6449,hi,34,428.58,443.34,14.76,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0034.wav,हुं हुं लगभग सेम कह सकते हैं सर ऐसा ही मेरा था क्योंकि जब आपन अगर कॉलेज में रहते हैं तो उस
240907,6449,hi,35,443.37,456.84,13.47,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0035.wav,टाइम आप शेड्यू्ल् से चलते हैं कि अपने को इस टाइम कॉलेज पहुंचना है इस टाइम अपनी क्लास है इस टाइम अपने को वापस आना है मतलब वो दिनचर्याय का अलग होती है जैसे अब तो आपको कुछ मिस भी कर दे तो भी चलेगा बट
240907,6449,hi,36,456.84,469.47,12.63,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0036.wav,कॉलेज में आपा अह मिस नहीं करते ज्यादा अगर आपा कॉलेज में मिस करते हैं तो वो एक अह चीज होती है अह दोस्तों के साथ फन करने के लिए आपका क्लास मिस करते है बस हा
240907,6449,hi,37,473.04,482.94,9.9,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240907_0037.wav,अ जी सर अ मेरे को भी अच्छा लगा सर धन्यवाद आपका
240909,219548,hi,0,3.99,12.15,8.16,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0000.wav,जी पेप पेपर के एक दिन पहले ही हम देर तक पढ़ते थे वरना तो हम सिर्फ मौज मस्ती करते थे
240909,219548,hi,1,30.06,44.28,14.22,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0001.wav,मेरे पसंदीदा सर थे अनुपम सर वो हमें फाइनेंस पढ़ाते थे जब मैं सेकंड ईयर में था अपने कॉलेज में वो काफी अच्छा पढ़ाई पढ़ाते थे हमें अपने वो अपने
240909,219548,hi,2,44.28,57.9,13.62,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0002.wav,पुराने समय के बारे में बताते थे और फाइनेंस की छोटीछोटी छोटी बारीकियों को बताते थे और उनको सुनने में काफी अच्छा लगता था क्योंकि उनको काफी अनुभव था वो थोड़े बुढ़े थे तो उन्हें काफी ज्यादा अनुभव था इन सब
240909,219548,hi,3,57.9,69.39,11.49,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0003.wav,चीजों में पढ़ाने का अनुभव तक शायद वह बीस साल से ज्यादा उनको अनुभव था और उनसे पढ़कर हमें काफी ज्यादा बेहतरी अच्छा लगता था
240909,219548,hi,4,87.45,93.0,5.55,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0004.wav,अच्छा तो आपका सबसे अच्छे टीचर कौन थे जिनको आप पसंद करते थे
240909,219548,hi,5,99.96,106.83,6.87,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0005.wav,अच्छा
240909,219548,hi,6,140.49,147.96,7.47,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0006.wav,अच्छा और अब कॉलेज में फेस्ट होते थे क्या आपके कॉलेज में फेस्ट होते थे
240909,219548,hi,7,165.0,167.94,2.94,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0007.wav,अच्छा जी तो काफी अच्छी बात है
240909,219548,hi,8,173.79,187.08,13.29,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0008.wav,जी सच बताओ तो हमारे यहाँ फेस्ट काफी छोटा फेस्ट होता था लेकिन साल में पाँच छह बार होते थे अलग अलग संस्कृति पर आधारित होता था और हर त्यौहार से पहले एक फेस्ट होते थे इसमें शायरी सभा
240909,219548,hi,9,187.44,201.96,14.52,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0009.wav,आईडी शर्माने वाला पेसकुटर था एनुअल पेसकुटर था इवेंट स्पोर्ट फेसट बहुत सारे फेसट होते थे तो हम उसके ओरगीनाईजर के साथ रहके हम बेसिकली लाईंट को डिसिपिलेन करते थे उसका सबसे मजेदार पार्ट था फिरि का
240909,219548,hi,10,201.96,210.51,8.55,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0010.wav,फुट पास मिलता था तो एक बार हमने डांस कंपटीशन में पार्ट लिया था उसमें हम बैकग्राउंड डांसर की तरह हमने डांस किया था काफी मज़ा आया था उस दिन
240909,219548,hi,11,220.53,232.32,11.79,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0011.wav,असल में हमारा घर से ही हमारा कॉलेज काफी पास मे था कुछ इससे कारण हम अपने घर से ही सीधे कॉलेज जाते थे और कॉलेज से ही घर तो रूममेट्स तो थे नहीं हमारे है या आपके रूममेट्स थे
240909,219548,hi,12,246.9,255.72,8.82,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0012.wav,अच्छा तो आपको शरारतें बचा सकते हैं जो बहुत ज्यादा खतरनाक टाइप की थी जो आप अभी तक याद है आपको
240909,219548,hi,14,288.9,292.65,3.75,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0014.wav,अच्छा तो आपका ग्रेजुएशन डे कैसा रहा था जब आखिरी दिन आप कॉलेज में गए थे तो
240909,219548,hi,15,323.46,326.28,2.82,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0015.wav,जब तो आपने उस दिन कुछ ऐसा कुछ अलग किया था अपने दोस्तों के साथ
240909,219548,hi,17,354.96,369.42,14.46,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q1/preprocess/segments/240909_0017.wav,हमारा तो काफी अच्छा रहा था हम लास्ट दिन हमारा पेपर था उस दिन जिस दिन लास्ट दिन हम लोग गए थे तो पेपर के बाद हम लोगों ने वो होली के टाइम ही हुआ था एन्ड तो होली खेली होली के बाद फिर फैनफेस्ट हुआ था जिसमे हम लोगों ने एक दूसरे के टी शर्ट में
