recording_id,segment_id,duration_sec,audio_path,reference_text,raw_asr_text
238079,15,13.89,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0015.wav,अगर आप ऐसे ही काम को ऐसे करियर को चूज करते हैं जिसमें मतलब अ आपका मन भी लगता रहे एंड आपको वो आपको वो करने में मज़ा आए आपको बतलब री अ बाद में पश्तावा ना हो कि ये मैंने क्यों कर लिया ये मुझे नहीं करना चाहिए था,अपको आप आते मजा आया प्छता वनावागी ये में पिष्ताब आना अना कि या यो मुझी नहीं करना है ताँ
238079,16,4.35,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0016.wav,तो आ ऐसा नहीं होना चाहिए मेरा ये ख्याल है,अज़ा नहीं हो ना च़ी ने ये प्याल हैं
238079,17,4.11,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0017.wav,हम्म,भी अगा
238079,18,8.19,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0018.wav,REDACTED,अप अर्वाँ बादा अस्पार्र्याव अन्धाराश़्ाई अत्टाएगागे अ अक अम्च्छाः अंचाच़ अहाइ अल्ग़े ताप्दे आप़दी अया वो अ्फ़ी तो आत्यगी बचुछ़ कर अिए विशाथा आर्मची वेशे वारग वी आन्ये बिचिछे लिगते रहा है वह वर्तिवें वैगर वुर्स्तेंगो व्यों तर्हाना प्रच अ स्थब वग्शिट वंदिया कर से जबा लगने पाज़िजा ते च्यर थे थाबगु वल्ता थी जाड़ों कर कर मेंने का जो जी थो ती लेग कर हैं जे देखा ब लोगके ना चा दो गर काझा नही
238079,19,8.79,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0019.wav,जी जी आवाज,जेए जी
238079,20,14.97,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0020.wav,REDACTED,अप अर्वाँ बादा अस्पार्र्याव अन्धाराश़्ाई अत्टाएगागे अ अक अम्च्छाः अंचाच़ अहाइ अल्ग़े ताब अया विज्ठाउग अ्फिर्ताऊँ कर अिए वो आपना प्रचीए कर सबचे लिईगी तो वहांगर वे वार पर आता आन्ये बद्खाछ़ कर कर मेंदे आस्साप्ढ़़ी वी अ।
238079,21,14.7,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0021.wav,REDACTED,"अप अर्वाँ बादा अन्धार्या बद्खाए अस्प्रद अत्टाई ब्राव्गागे अक्छाड़ा विएग़्े वारवे आपाज़ी अम्च्ठाः वो आत्यव अंगी वेगिवियाचाशा तो वहाउग़िग तेख्जा़ वी आर्स्सबान वर्रे बिज्दिः कि वुआगर व्योग कर लिईग, वैग।"
238079,22,14.1,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0022.wav,REDACTED,अप अर्वाँ बादा अन्धार्या बद्खाए तो अस्प्रद अत्टाई तेख्छागा ताव्ग़ा प्यद़ तर्राश़्गे तीवगर तुछ़े अंगी तिविएग त्च्ष्ड़िः तवीएक तैवेग कर था विस्स्त्रे वो तत्ये थे आपने पाच़ी वे लिगते रहा है तहाज तक्जाछ तने कि वहांए कि सब वर्सबा थी आर्माबग्शा़ कर्ते के जान्यों तलेए में वार वी लेईग सवर ज़ोग मेर लगना जो़ मेशवोद करे करते हैं जे बहुत वुर अहूँँ
238079,23,14.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0023.wav,कि आपने अगर उह पहले कही जॉब किया रहेगा मतलब किया है और अगर आपको फिर से वो कंपनी छोड़ते हो एंड आपने बहुत तक मतलब टाइम दिया है उस कंपनी को एंड फिर आप अगर उसको छोड़ते हो तो आपको बहुत एक एक्सपीरियंस गेन हो जाता है कि हां ये काम करते हैं,अपने अरे ख़ाँ पर प्रशाद लगा पार बाग़ पुद कर आप पी अन पेदा आता असके लिए पहले गए में जोग ती आर लेगे आ पिद़े रहा है और अक अहापो फिर से वो पम्ँनी चोरते हो अं आन आम बने सब दब time दिया एं विप्टिः वर वह वार्वोस को चुरतो तो आंप को मुत एक इस इपेरिंज गेन जाता होँताए कि लाई खाम ते काम
238079,24,14.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0024.wav,करना है ये काम करना है एंड फिर अगर आप नया कोई जॉब जॉइन करते हो उसी फिल्ड में तो फिर अब आप आपका बहुत चांसेस रहते हैं कि आपका मतलब जो प्रमोशन वगैरह है वह बहुत जल्दी जल्दी होने लगता है ऐंड यही सब है वो बहुत,अपका बग़ चान्च़र देखाए कि अंप्रद प्यट पुश्टाई बागा पाशाँ पर पच्दाउगे अरवाद कर नहीं तो असी फिल्ड में थु फ्यर अक अम बकाप च्यान से ज़े थे किए अ अतका मेपड़़ी पिरमूशन वेडे रहे और वो जेग़्िड भी वहने पते हैं ये या यह यो बहुत काचा
238079,25,3.0,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0025.wav,काम आता है वो वेस्ट नहीं जाता है एक तरह से,वेस्त नहीं जाता है क्यों से
238079,26,2.64,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238079_0026.wav,हूं कि,ब्राद़ावागाएग
238123,0,10.98,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0000.wav,तो मैंने अ परिवार में उसके बारे में बताया कि मैं ये नौकरी छोड़ रहा हूं क्योंकि उसने मैं काफी समय से वर्क कर रहा था,तो मैंने पर्वार में उसके बारे आँ एक बड़ा है कि मैरेन नोकरी चोर रहा हों तुकि उज्यों मेरें काफी समय से लिए वर्क रआ था अग्टा आ आ
238123,1,14.85,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0001.wav,तो मैंने परिवार को उसके बारे मे जानकारी दी लेकिन आ परिवार में सहमत नहीं हो रहे थे कह रहे थे कि अभी और करो लेकिन मुझे अ अगले जॉब में जाना था तो मुझे वो नोकरी छोड़नी पड़ी,"अगर बादिया देखाना तो बगुड़ा था ज़ोग तुर्वार कोस के बहुंगा डवन कारी दी लेकिन परववर में सहमत नहीं वरे थे कह रहे ते कि अ भी यावु खरो लिएकिं मुसे अकले जोब मे न जानथा, तو मूझे वो नोकरीच छोडनी पडी"
238123,2,6.21,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0002.wav,और साथ साथ में अपने जो हमारे बॉस होते थे उनको भी इसके बारे में जानकारी दी,और शार्शात में अपने बोस वोते ते उनको भी इसके भारे मेरे जानकारी दी
238123,3,5.19,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0003.wav,जी जी तो आप अगले कैरियर के कदम में क्या योजना बना रही है,तो आप अगले करीर के कदम में क्या योजना बनारही हैं?
238123,4,5.73,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0004.wav,अच्छाह्म्म,त्चा
238123,5,13.8,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0005.wav,जी अभी तो मैं नई जॉब की तलाश में हू और मुझे मिल भी गई है है ना हा बाकि जो मेरी पुरानी नौकरी थी उससे मैंने अ काफी कुछ सीखा,अबित्यो मैं नहीं जब की तलाज में हूँ और मुझे मिल भी गये है आपाके जो मेरी पुरानी नाउत्रीती उसे मैने काफी कुस सीका अ तुम्में आता दे पादेगा वो आन्प्राशा तो ताप आरीवागे ते आसा पर प्चाए तरा था आमा बाच्छा न पच़ाँग ती आक्दा उपने वार वे लिएग.
238123,6,13.53,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0006.wav,तीन से चार सालो का समय दिया मैने उसमें और काफी कुछ शीशा उस में कुछ खट्टी यादें और मीठी यादें भी थी है ना हाँ तो थोड़ा अ थोड़ा सा मुझे जॉब छोड़ने का दुख भी हुआ,तो तुड़ा सम्झे जब चोडने का दुक भी हूँँ
238123,7,14.04,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0007.wav,लेकिन अ आगे बढ़ना है तो कुछ और नई चीज़ें सीखने के लिए वो जॉब छोड़नी पड़ी और हालांकि जो नई जॉब मिली है वो भी अच्छी जॉब है,"अगर बडना है, तो कुछ और नहीं चीजने सीखने किलिए जोब चोड़नी बरी. औग रहां की जु नई जब मिली है उ बी अस्ची चुर्ब है."
238123,8,14.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0008.wav,उसी ही फिल्ड में हमको मिली है हे न तो मैंने हा मैंने अपने दोस्तों के साथ परिवार के साथ ये सारे विचार रखे तो बड़े खुश हुए कि नहीं नही सही है कि आप अ दूसरे जॉब में और,तो मैंने आपने सब परवार के साथ यह सारे बिचार रखके तु बड़े खृषुए कि ने नहीं सफीग किया पो तवसरेज़ब में आर वर प्रशाँजा तर ता वो जोगा न वागर नादे वे पाश़ाच़ ते रहाए पुर बावर कर था थी वहार
238123,9,13.62,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0009.wav,और अच्छी ग्रोथ करेंगे है ना जो आपको नया मौका मिला है जो नई चुनौतियां मिली है है ना उसको और कैसे अच्छे से हैंडल किया जाए ये सारी चीजें मैंने शेयर की,अवर अस्छे अंडल जाए ये सर्जी ने मैंने सेर की अरगा अन प्रदाई अत आप आत अम आन वर्त नादे तो अहाँ अक अल आरी ता आम वो आस्सा पर तुछ अ आक विश्टा वाग़ा ते आ वी आंपा और वे लिएग ती वहांगे वुत तर था लगता रहा है ति अ साथ बाज़े पाशा बगर पुर बहुंट तब आहा जबा देखा थे बिज्ठा उप्चा नहीं त्र दो वै पच़द बर जो पहने थी थि तहान ब जुन तक तै वग कर रवा शाप़ बन जीद
238123,10,11.67,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0010.wav,और अ अब जो आगे आने वाली चुनौतियां हैं उसका भी इंतजार कर रहे हैं कि क्या क्या कैसे डिफिकल्टीज होंगी और भी जैसे नौकरी छोड़ने के बाद,"अब जो आगे आने अली चुनोतिया है, उशका भी इंदजार कर रहे हैं कि क्या क्झा ख़ा दिख्रिटी रोंगी और भिज़े से नोकरी छोडने के बाद,"
238123,11,14.52,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0011.wav,तो नौकरी छोड़ने के बाद सबसे बड़ी दिक्कत होती है कि आह पैसे की हे ना जैसे आह परिवार जैस परिवार अगर आपके ऊपर डिपेंड है तो पैसे की वजह से कुछ न कुछ दिक्कत आ जाती हैं,अगर नहीं तो नफींट नागी चोड़ने के बाज न्फ़ी दिक्कत होती है कि पैसे की निसे परवार अंग्र आप यो उपर द्पिश्ट है तु पासेग ग़ज़े कुछ न पुसे से नकुक दीक्ते आ जाड दे अत नी ही
238123,12,8.76,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0012.wav,खासकर अगर आप शहर के एरिया में रह रहे हो तो बिना नौकरी छोड़ने के बाद सबसे बड़ी समस्या यही आती है कि फाइनेंस की,ख़ाजगर अप आप सहर के रहे हैं तो बिने नोकरी चोडने केबाद सब दी समच्चा यही आती है कि फाणेंज की
238123,13,14.1,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0013.wav,हाँ हाँ लेकिन इसके बारे में मैंने परिवार से बात की और परिवार का बड़ा सहयोग रहा और दोस्तों का भी बड़ा सहयोग रहा इस बारे में हैना कुछ दिक्कते तो जरूर आए लेकिन हाँ,"अगर बारे मैं परिवार से बआत की और प्रियवर का ब्राँ स़्योग रहा औग्र दोस्तों काभी बरा रव राहा, इस ब बहुरे ने कुईस दिक्ते तो जोरोर आई, लेकिन रेग, अर वो आर लगा पाशाद पुस पपार रिए पीश्वें ते लिग़ा वागे पहॉग."
238123,14,13.56,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0014.wav,लेकिन नई जो नौकरी मिल गई है उससे हो सकता है कि थोड़ी राहत मिल जाए और दिक्कतों का कम सामना करना पड़े बाकी,अगर दिक्तों का कम सामना करना पडे बाकी अर्वागा देखाँ तो आप दो वो प्रदे पाचाए तुछ तर वार्राव ता वे विश्ठाद ते ती तिछग तब तहाई त्रीवग़ा तै तताःगे था थी वहार तक तन तम तल वी पर थे लिएगी थो तंदा उप्दिग कर पहले गगु पुर गाउग्गि तस त कर साभ तय त सा ब थर ज़े रगन पन थदोंगो थुन वर नहीं त त है वुत ना जो गर कर में थि वपने जा गोगत त मेरे न वंपच्छा नगय गूगक ने अंवि पक जी जे दुंट त
238123,15,12.96,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0015.wav,जो आने वाले समय में जो नौकरी करने जा रहे हैं तो उसमें जो मौके मिलेंगे उसको मैं पूरी तरह से भुनाना चाहता हूं,जो आने वाले समय में जु नोकरी यूँ करनेजार हैं तो उस मे जँ मोके मिलेंगी उशको मेपुरीटराशी बूना चाता हूं
238123,16,14.76,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0016.wav,और जो अपने जो अ प्रीवियस इयर की जो जॉब थी हमारी तो उससे जो मैंने कुछ सीखा है हो सकता है वहाँ पे मैं अ और भी बेटर कुछ और भी चीज़े सीख पाऊं और जो हमारा जो,अगर बी बेटर कुछ और भी चेजन सीख पाएं औगा औंगे वारा जो लगी लिए वो आप वहाँ वे लेग.
238123,17,8.01,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0017.wav,लास्ट प्रीवियस ईयर का जो एक्सपीरियंस रहा है जॉब का उसमें मैं अपना कुछ और भी योगदान दे पाऊं जो नई जॉब है,"अगर तो बज़ाश्ट प्रीविस्वेर का जो एक श्यवाज़् रहा है जब का, उस में आपना एप ना गुच दान दे पाँँ, जु न नहीं जाब है."
238123,18,7.41,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0018.wav,है ना तो आपको आपका नौकरी के बारे में क्या ख्याल है की नौकरी मतलब कैसी होनी चाहिए,तो आपका नुकरी के बारे में क्या कहाला की नाकरि मदला वो कैसी होनी चाही हैं
238123,19,6.09,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0019.wav,जी जी जी जी हुँ हु,जिल जी जे जाए
238123,20,13.11,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0020.wav,हम्मम हम्म जी जी हम्म हम्म जी हां नौकरी आदमी तभी छोड़ता है जब उसको उसमें मजा नहीं आता काम में,"अग, नोक्री आदने तेभी चोरता है, जब उश्को उस में मजा नहीं आता काम मे."
238123,21,13.62,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0021.wav,हाँ या तो उसको आ ग्रोथ नहीं दिखती है तो आदमी को नौकरी छोड़ना पड़ता है और वही सेम सिचुएशन मेरे भी साथ रही कि मुझे आगे ग्रोथ नहीं दिख रही थी और मुझे उस काम में कम मजा,अगर तो उसको गरोत नहीं दिकती है तु आद्मी को नोकरी चोडना परता है। अही स्वें सिच्छिष्ट्चन मेरे भी साथ रही कि मुझे आागे ग्रोट ने देक्रेती और मूझो वश्काम में कम मजा अर्गा वाशा दूर प्रशीग तर वो आर्या ता औग़्ा था आता उप्श़ ते पाज़े ती तिश तब पच़़ी थे थी विग़िए त्बचाँ तहाद तै वी पुर थगी बावा बशुत तक तत ब वहांगो तन तम जाएग कर दो थो जो पहने वे लिज तंदा जबा न वर शाच त पत पक शचित थ पने सा चची दाप पसचे चिद�
238123,22,3.03,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0022.wav,आ कम मन लग रहा था तो मुझे वो नौकरी छोड़नी पड़ी,तो मुझे नोकरी चोडनी पडी
238123,23,11.58,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0023.wav,है ना अ थोड़ी बहुत हूं थोड़ी बहुत कुछ दिन में दिक्कते भी हुई जैसे अ नौकरी छोड़ने के बाद मेरे पास एक से दो महीने तक कोई काम नहीं था.,तोडी बगत कुस दिन में द्कते भी होगी ज़से नाकरी चोटने के बाद मेरे पास डो एक से दो महने तक कोई काम नहीं ता
238123,24,14.76,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0024.wav,उसके बाद जितनी भी मेरी सेविंग थी वो सारी लगभग खत्म हो चुकी थी तो दिक्कतें काफी ज्यादा आ रही थी लेकिन मैंने अ सही जॉब सही जॉब के लिए मैंने योजना बनाई,तो जिक्तें काफी जदा आगी ती लेगन मैंने सही धब किल मैने योजना बनाई अगर अर्वाद अन प्रद़ाँ पाशागा पर पुश्टाउग़ पहले लिए पच्छाएग तुर्राव पीच़द कर वो आत बाचा अस्पार बचल पिचिद्ची थाप पोच ताब पेचे तरगे विगिट ते पने का वह पता लग्गत पक लोग कर से जाड़े थे बहुत नहीं तब है त्रे अंगो तिर्स बरच कर कर में जो थी वा जी ब वर थो वी पल वे आर्तिव कर
238123,25,14.91,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0025.wav,और वो मुझे मिल गया और मैंने अह परिवार में बताया आपने यार दोस्तों को भी बताया है न और सब में एक खुशी का माहौल था और,"और मुझे मी लगया औ़ मने परिवार में बताए अपने ही यार दुस्तों को लिए मेरे ब दाया है तो शब मेग खुल्षी का माहोल था हा आप आर बाशाँ वो आता वे लेएगा तुर्वें कि लाग़ा पाज़े ता लोगे वादा अर विगि ते अन वी वहाड़ वर थे आन प्रद वुत आसा उप्टाई वगी तर ती आम पुन तिश्ग कर पहने कि सब वैग़्ि व्ठाव वंगर लीग, वम जाप़ग है, तब सवर्र जबा थी थो वस वता हुंझा जो तहा एक वया, जु तन जी जे जिजि ज्च व हूँँ"
238123,26,6.06,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0026.wav,बाकि जो नई जॉब मिलने का जश्न है वो सब के साथ मैंने सेलिबरेट भी किया जॉब मिलने के बाद,"अगर दिनीग जब मिलने काजचन है, वो शब के साथ मैंने सलब्रेट भी किया ज्ब रहाँ बाद"
238123,27,14.76,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0027.wav,ह ना जी जी जी और बाकी जो चुनौतियां आएंगी आ गई नई जॉब में उसको स्वीकार करेंगे क्या क्या चुनौतियां आएंगी कैसे करना हैं और जो अपना पुराना एक्सपीरियंस हैं उस नई जॉब में अ यूज करेंगे,"अगर बाखी जो चुनोतिन या आगे नहीं जब में उशको शुभिखार करतेंगी क्या कै चनोचिन है आयंए कैसे करना हैं और जु अ पना पुरा न एक स्पीरियंस है, उसर नई ज्ब निए यूज करेंके ये"
238123,28,3.18,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0028.wav,है न जी,जी
238123,29,4.32,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0029.wav,जी जी,जीजी
238123,32,1.2,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0032.wav,हम्म हम्म,"भी अगर बादा वाँगा तो वो आप वेग़ा पाशाग तुवार वी विश्वें वहाए वुर्गे वैग़्े ताव्बा बवोगी तरगता अर्रवि व्याई ब्राजा था आर्यव बरज़ तेखा रवग. तीवन वर्स्थाब ववर प्रिएद वंगिव. वम वल्च्छा देवीग कर तिज्ठाचा जाड़़ी बिचिछिझिट्टिग, वस्त्री पिष्डिदिड, त्रेशिब़िप्दीच, अस्साथ बी आन्पार्तिःद, यह तब स्फाट़्धिध, बहुत वत्शी थिख्झाधा़, आस्किफिऊशद्णाण, जवौग।"
238123,33,1.44,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0033.wav,जी जी जी जी,जी जि जे जाएगे
238123,34,14.19,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/238123_0034.wav,हा हा हा वो एक एक्सपीरियंस होता है ना वो अगले कंपनी में ही काम आता है जी जी चलिए ठीक है आपसे बात करके अच्छा लगा,अगर अर लगा लिए तो आप आत पर प्रद़ागे ना अंगी असाद अत आरग़ अन आना आम आ आसा पाच़़ कर थ्च्छलग आंप
239492,0,2.7,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0000.wav,हम हम,अहें
239492,1,3.6,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0001.wav,थोड़ा आपका आवाज किलियर नहीं आ रहा है,तोड़ा अपक अ बाज किलिएर नहीं आरा है
239492,2,13.5,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0002.wav,हां हां बोलिए पड़ोसियों से मिलकर अपना परिचय देना हां हां आप सुन पा रहे है हां अब परफैक्ट है,अप पर्फक्त हैं
239492,3,14.13,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0003.wav,पड़ोसियों से मिलकर अपना परिचय देना जब हम नए मोहल्ले में जाते हैं अगलबगल के जो हमारे पड़ोसीगण हैं उनसे मिलकर अपने बारे में बताते हैं कि हमारा नाम ये है हम आये हैं फला जगह से आये हैं,"बवाँश्यों से मिलकर अपना परीचाजना, जब हम नहीं मुहले में जाते हैं, अर्गल बागशके जो आमारे पड़ोसी गन है, नसे म्मिल के अने बनेव बताता है कि हमानान आंवी आँ है आ आया हें, हम हाई है हैः प्लनाच़ग से आाया आहे हे"
239492,4,13.83,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0004.wav,जिससे ओ उसके और हमारे बीच में एक अच्छा रिश्ता हो पाएं जो कि भविष्य में अगर मेरे पास चिन्नी ना हो तो हम उनके घर जा पाएं कि चिन्नी लेने के लिए,अगर मेर पाश्टी ना हो तो आम उनके गर जा पहाएं कि चिन्नी लेने के लिए जी आप आता हैं जो वो ज़ा विस्वागार मैर बाच्चिण्नि न आहो थो अम एक ग़र गा बआएगी च्न्डि लीए केलिट ल्गे रिग लोग.
239492,5,3.18,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0005.wav,थोड़ा चीनी दीजिए गा ऐसे,तोरा चिन्नि दिजेगा आँसे गिए तुरा
239492,6,14.16,/kaggle/working/Hindi-ASR-Whisper-Pipeline/artifacts/q2/preprocess/segments/239492_0006.wav,हां हां पास की दुकानों पार्कों और कैफे को देखना अगल बगल के जो भी दुकान गन है जो अगल में क्या मिल रहा है नहीं मिल रहा है इसके,"अगल बगडल के जो भी दुकान गन है जु अ गल में क्या मील रहा है, नहीं मीड रगा हे इसकी अर्वाद अस्टाए प्रदागे अना अत्चाच्छा पास लग पर्को और केफे को देखना"
